Game ID,Result
4917838,1.26x
4917839,2.76x
4917840,1.52x
4917841,2.23x
4917842,4.15x
4917843,10.13x
4917844,2.02x
4917845,3.75x
4917846,1.25x
4917847,2.04x
4917848,1.31x
4917849,3.44x
4917850,5.08x
4917851,1.66x
4917852,4.04x
4917853,1.52x
4917854,1.46x
4917855,19.69x
4917856,9.32x
4917857,1.77x
4917858,16.96x
4917859,1.92x
4917860,8.63x
4917861,34.6x
4917862,11.59x
4917863,65.05x
4917864,1.34x
4917865,1.21x
4917866,8.04x
4917867,1.17x
4917868,1.19x
4917869,2.69x
4917870,1.5x
4917871,1.19x
4917872,1.62x
4917873,1.17x
4917874,2.57x
4917875,1.68x
4917876,1.67x
4917877,1.23x
4917878,3.43x
4917879,1.09x
4917880,5.55x
4917881,3.79x
4917882,1.09x
4917883,2.03x
4917884,1.32x
4917885,9.65x
4917886,1.19x
4917887,2.85x
4917888,1.23x
4917889,3.19x
4917890,24.53x
4917891,1.39x
4917892,4.21x
4917893,9.75x
4917894,1.12x
4917895,1.1x
4917896,1.04x
4917897,465.98x
4917898,4.7x
4917899,1.17x
4917900,3.29x
4917901,1.71x
4917902,1.92x
4917903,1.38x
4917904,3.46x
4917905,6.01x
4917906,2.13x
4917907,1.93x
4917908,1.28x
4917909,1.55x
4917910,331.18x
4917911,1.21x
4917912,4.01x
4917913,2.04x
4917914,5.6x
4917915,2.23x
4917916,1.59x
4917917,2.49x
4917918,1.02x
4917919,9.66x
4917920,1.74x
4917921,2.69x
4917922,2.37x
4917923,1.17x
4917924,1.75x
4917925,1x
4917926,1.61x
4917927,1.35x
4917928,1.19x
4917929,3.31x
4917930,1.1x
4917931,1.46x
4917932,1.05x
4917933,18.3x
4917934,1.02x
4917935,1.34x
4917936,3.76x
4917937,9.72x
4917938,4.38x
4917939,1.37x
4917940,1.68x
4917941,1.58x
4917942,2.92x
4917943,1.21x
4917944,2.56x
4917945,1.06x
4917946,1.35x
4917947,16.76x
4917948,45.93x
4917949,1.43x
4917950,2.57x
4917951,1.78x
4917952,1.34x
4917953,7.31x
4917954,1.39x
4917955,1.65x
4917956,2.34x
4917957,20.02x
4917958,1.35x
4917959,3.33x
4917960,1.2x
4917961,1.36x
4917962,2.07x
4917963,2.07x
4917964,1.94x
4917965,1.4x
4917966,3.07x
4917967,1.24x
4917968,12.33x
4917969,1.04x
4917970,1.41x
4917971,1.1x
4917972,24.51x
4917973,1x
4917974,28.38x
4917975,1.98x
4917976,2.44x
4917977,1.61x
4917978,1.16x
4917979,1.45x
4917980,2.64x
4917981,25.84x
4917982,2.46x
4917983,1.02x
4917984,148.85x
4917985,1.29x
4917986,1.23x
4917987,7.09x
4917988,1.17x
4917989,1.52x
4917990,2.24x
4917991,1.18x
4917992,2.16x
4917993,3.7x
4917994,1.73x
4917995,2.04x
4917996,3.51x
4917997,1.12x
4917998,2.14x
4917999,1.03x
4918000,2.7x
4918001,2.34x
4918002,1.17x
4918003,1.01x
4918004,1.86x
4918005,42.19x
4918006,7.21x
4918007,1.22x
4918008,1.52x
4918009,2.93x
4918010,1.83x
4918011,1x
4918012,1.27x
4918013,1x
4918014,2.46x
4918015,5.94x
4918016,1.14x
4918017,1.92x
4918018,1.17x
4918019,61.78x
4918020,3.37x
4918021,1.34x
4918022,2.26x
4918023,14.54x
4918024,1.14x
4918025,9.97x
4918026,4.18x
4918027,1.14x
4918028,1.24x
4918029,1.33x
4918030,1.33x
4918031,3.1x
4918032,1.81x
4918033,1.14x
4918034,3.51x
4918035,1.19x
4918036,3.38x
4918037,1.94x
4918038,1x
4918039,12.61x
4918040,1.28x
4918041,1.18x
4918042,1.49x
4918043,2.92x
4918044,10.49x
4918045,2.4x
4918046,1.58x
4918047,1.89x
4918048,1.24x
4918049,2.37x
4918050,1.39x
4918051,1.81x
4918052,4.64x
4918053,2.51x
4918054,2.06x
4918055,1.98x
4918056,1.2x
4918057,2.58x
4918058,1.01x
4918059,1.01x
4918060,9.22x
4918061,1.41x
4918062,5.11x
4918063,2.2x
4918064,1.06x
4918065,2.04x
4918066,4.53x
4918067,1.09x
4918068,1x
4918069,2.26x
4918070,21.27x
4918071,1.07x
4918072,23.53x
4918073,26.9x
4918074,4.53x
4918075,1.23x
4918076,3.29x
4918077,1.3x
4918078,2.69x
4918079,1.09x
4918080,1.74x
4918081,1.09x
4918082,1.42x
4918083,29.32x
4918084,2.54x
4918085,2.95x
4918086,3.44x
4918087,1.61x
4918088,10.26x
4918089,7.12x
4918090,1.53x
4918091,1.35x
4918092,1.1x
4918093,15.2x
4918094,1.79x
4918095,1.86x
4918096,3.82x
4918097,2.37x
4918098,2.21x
4918099,4.47x
4918100,8.09x
4918101,5.38x
4918102,2.74x
4918103,2.9x
4918104,14.15x
4918105,2.47x
4918106,1.41x
4918107,4.13x
4918108,1.59x
4918109,2.32x
4918110,1.59x
4918111,1.59x
4918112,237.44x
4918113,1.29x
4918114,1.23x
4918115,1.27x
4918116,1.06x
4918117,1.5x
4918118,1x
4918119,1.68x
4918120,2.29x
4918121,1.27x
4918122,1.89x
4918123,1.29x
4918124,1.52x
4918125,1.2x
4918126,1.6x
4918127,16.06x
4918128,1.11x
4918129,1.46x
4918130,1.19x
4918131,1.04x
4918132,1.31x
4918133,1.23x
4918134,1.02x
4918135,2.6x
4918136,3.03x
4918137,6.24x
4918138,3.8x
4918139,4.82x
4918140,23.06x
4918141,1.34x
4918142,1.55x
4918143,4.82x
4918144,1.25x
4918145,7.4x
4918146,1.05x
4918147,3.09x
4918148,2.65x
4918149,2.71x
4918150,2.14x
4918151,1.48x
4918152,1.09x
4918153,2.95x
4918154,1.46x
4918155,8.97x
4918156,1.18x
4918157,3.43x
4918158,4.23x
4918159,1.89x
4918160,2.07x
4918161,6.61x
4918162,1.14x
4918163,3.37x
4918164,2.95x
4918165,3.03x
4918166,4.64x
4918167,1.22x
4918168,3.71x
4918169,1x
4918170,1.85x
4918171,1.33x
4918172,1.62x
4918173,1.88x
4918174,4.73x
4918175,2.24x
4918176,1.75x
4918177,1.99x
4918178,1.44x
4918179,1.03x
4918180,2.26x
4918181,1.04x
4918182,1.27x
4918183,1.28x
4918184,1.74x
4918185,1.16x
4918186,3.73x
4918187,1.25x
4918188,1.26x
4918189,39.12x
4918190,1.87x
4918191,1.12x
4918192,1.4x
4918193,1.29x
4918194,1.49x
4918195,1.39x
4918196,1.2x
4918197,3.36x
4918198,11.77x
4918199,8.08x
4918200,1.26x
4918201,1.56x
4918202,1.37x
4918203,4.13x
4918204,13.44x
4918205,1.58x
4918206,2.63x
4918207,1.41x
4918208,1.45x
4918209,1.25x
4918210,1.77x
4918211,3.75x
4918212,13.02x
4918213,1.4x
4918214,1.34x
4918215,121.37x
4918216,3.29x
4918217,21.89x
4918218,2.83x
4918219,18.65x
4918220,13.44x
4918221,1.08x
4918222,2.12x
4918223,2.49x
4918224,3.41x
4918225,1.03x
4918226,1.18x
4918227,3.23x
4918228,1.41x
4918229,1.18x
4918230,1.7x
4918231,1.29x
4918232,2.69x
4918233,2.25x
4918234,7.54x
4918235,19.44x
4918236,57.6x
4918237,1.85x
4918238,1.25x
4918239,5.12x
4918240,2.37x
4918241,2.08x
4918242,2.14x
4918243,5.33x
4918244,17.6x
4918245,4.55x
4918246,1.02x
4918247,15.73x
4918248,1.11x
4918249,1.14x
4918250,1.93x
4918251,3.97x
4918252,2.31x
4918253,2.78x
4918254,21.16x
4918255,8.13x
4918256,2.24x
4918257,55.18x
4918258,1.6x
4918259,2.89x
4918260,1.77x
4918261,7.22x
4918262,1.23x
4918263,1.02x
4918264,3.05x
4918265,3.26x
4918266,1.06x
4918267,1.95x
4918268,7.93x
4918269,1.18x
4918270,1.69x
4918271,1.01x
4918272,1.89x
4918273,2x
4918274,1.05x
4918275,18.43x
4918276,2.97x
4918277,1.07x
4918278,1.26x
4918279,3.53x
4918280,1.33x
4918281,1.67x
4918282,1.56x
4918283,2.72x
4918284,2.01x
4918285,1.01x
4918286,1.31x
4918287,5.18x
4918288,4.94x
4918289,37.15x
4918290,1.19x
4918291,2.86x
4918292,3.28x
4918293,12.95x
4918294,8.44x
4918295,1.09x
4918296,1.11x
4918297,1.78x
4918298,1.71x
4918299,1.81x
4918300,10.38x
4918301,5.34x
4918302,10.86x
4918303,7.82x
4918304,1.25x
4918305,1.67x
4918306,5.58x
4918307,1.09x
4918308,2.24x
4918309,1.01x
4918310,1.12x
4918311,3.55x
4918312,3.3x
4918313,1.43x
4918314,1.05x
4918315,92.86x
4918316,1.46x
4918317,1.23x
4918318,6.44x
4918319,1.19x
4918320,10.33x
4918321,1.4x
4918322,1.14x
4918323,1.83x
4918324,1x
4918325,6.32x
4918326,4.44x
4918327,2.05x
4918328,9.55x
4918329,1.13x
4918330,1.42x
4918331,1x
4918332,1.59x
4918333,2.6x
4918334,5.3x
4918335,20.62x
4918336,1.01x
4918337,6.16x
4918338,1.35x
4918339,1.39x
4918340,1.36x
4918341,1.34x
4918342,1x
4918343,4.14x
4918344,1.97x
4918345,3.62x
4918346,1.86x
4918347,1.44x
4918348,1.54x
4918349,3.9x
4918350,12.15x
4918351,1.19x
4918352,6.53x
4918353,2.32x
4918354,1.55x
4918355,66.65x
4918356,12.01x
4918357,1.2x
4918358,1.05x
4918359,1.13x
4918360,1.15x
4918361,2.35x
4918362,2.4x
4918363,1.7x
4918364,3.16x
4918365,3.45x
4918366,10.62x
4918367,2.18x
4918368,5.41x
4918369,2.39x
4918370,1.16x
4918371,1.37x
4918372,1.2x
4918373,1.44x
4918374,4.34x
4918375,1.37x
4918376,2.41x
4918377,1.01x
4918378,2.23x
4918379,1.57x
4918380,1.04x
4918381,1.25x
4918382,1.14x
4918383,1.25x
4918384,1.1x
4918385,2.28x
4918386,2.68x
4918387,1x
4918388,1.54x
4918389,1.39x
4918390,1.05x
4918391,2.77x
4918392,7.23x
4918393,1.51x
4918394,2.03x
4918395,1.85x
4918396,3.86x
4918397,1.26x
4918398,2.41x
4918399,4.19x
4918400,1.15x
4918401,2.08x
4918402,1.24x
4918403,2.13x
4918404,3.15x
4918405,2.64x
4918406,10.07x
4918407,1.34x
4918408,1.3x
4918409,2.2x
4918410,2.12x
4918411,3.38x
4918412,3.41x
4918413,5.63x
4918414,8.64x
4918415,1.08x
4918416,5.46x
4918417,2.19x
4918418,1.4x
4918419,1.36x
4918420,2.51x
4918421,1.52x
4918422,1.55x
4918423,1.16x
4918424,2.8x
4918425,1.19x
4918426,1.12x
4918427,9.59x
4918428,2.32x
4918429,1x
4918430,1.2x
4918431,1.27x
4918432,4.74x
4918433,1.69x
4918434,1.31x
4918435,1.02x
4918436,5.98x
4918437,1.93x
4918438,1.33x
4918439,7x
4918440,2.04x
4918441,2.24x
4918442,1.73x
4918443,4.63x
4918444,1x
4918445,1.64x
4918446,1.82x
4918447,2.63x
4918448,1.07x
4918449,1.38x
4918450,1.42x
4918451,2.15x
4918452,1.01x
4918453,4.29x
4918454,9.09x
4918455,4.6x
4918456,1.19x
4918457,1.34x
4918458,5.04x
4918459,4.06x
4918460,1.61x
4918461,2.26x
4918462,3.42x
4918463,13.62x
4918464,3.13x
4918465,1.16x
4918466,3.84x
4918467,6.5x
4918468,8.08x
4918469,12.6x
4918470,8.22x
4918471,2.8x
4918472,1.17x
4918473,1.05x
4918474,1.61x
4918475,56.15x
4918476,54.03x
4918477,1.29x
4918478,1.6x
4918479,1.93x
4918480,1.19x
4918481,2.95x
4918482,7.72x
4918483,1.29x
4918484,1.54x
4918485,1.28x
4918486,1.06x
4918487,260.14x
4918488,5.4x
4918489,2.37x
4918490,1.77x
4918491,1.74x
4918492,1.21x
4918493,6.19x
4918494,1.02x
4918495,3.58x
4918496,2.87x
4918497,1.4x
4918498,2.01x
4918499,1.2x
4918500,1.24x
4918501,8.28x
4918502,41.98x
4918503,1.24x
4918504,1.1x
4918505,1.01x
4918506,1.7x
4918507,1.75x
4918508,5.92x
4918509,1.01x
4918510,1.38x
4918511,8.01x
4918512,3.87x
4918513,1.19x
4918514,3.05x
4918515,4.05x
4918516,1.64x
4918517,107.4x
4918518,1.96x
4918519,33.92x
4918520,6.19x
4918521,1.12x
4918522,1.27x
4918523,1.36x
4918524,1.34x
4918525,5.55x
4918526,11.63x
4918527,5.54x
4918528,3.55x
4918529,2.42x
4918530,5.81x
4918531,1.32x
4918532,4.34x
4918533,2.01x
4918534,63.5x
4918535,4.29x
4918536,1.5x
4918537,1x
4918538,1.16x
4918539,4.35x
4918540,3.15x
4918541,1.01x
4918542,1.42x
4918543,2.32x
4918544,1.65x
4918545,1.02x
4918546,1.8x
4918547,2.54x
4918548,1.56x
4918549,5.17x
4918550,1.18x
4918551,1.51x
4918552,1x
4918553,1.04x
4918554,2.97x
4918555,2.71x
4918556,5.48x
4918557,1.75x
4918558,1.66x
4918559,18.04x
4918560,1.51x
4918561,3.04x
4918562,7.45x
4918563,7.11x
4918564,1.96x
4918565,2.77x
4918566,1.54x
4918567,2.65x
4918568,1.1x
4918569,1.25x
4918570,7.26x
4918571,1.69x
4918572,8.44x
4918573,1.51x
4918574,1.03x
4918575,1.22x
4918576,1.33x
4918577,1.51x
4918578,2.65x
4918579,2.33x
4918580,2.28x
4918581,1.02x
4918582,2.43x
4918583,1.32x
4918584,1.68x
4918585,3.88x
4918586,1.06x
4918587,14.57x
4918588,1.2x
4918589,26.65x
4918590,4.6x
4918591,2.53x
4918592,1.19x
4918593,1.43x
4918594,3.54x
4918595,3.02x
4918596,1.85x
4918597,2.22x
4918598,1x
4918599,1.19x
4918600,793.34x
4918601,6.3x
4918602,2.43x
4918603,1.06x
4918604,2.77x
4918605,1.19x
4918606,8.95x
4918607,1.22x
4918608,18.46x
4918609,1.95x
4918610,1.45x
4918611,16.12x
4918612,1.8x
4918613,781.86x
4918614,8.51x
4918615,15.3x
4918616,3.96x
4918617,1.9x
4918618,4.4x
4918619,3.72x
4918620,1.28x
4918621,2.08x
4918622,2.58x
4918623,2.96x
4918624,3.02x
4918625,1.08x
4918626,1.01x
4918627,1.6x
4918628,1.56x
4918629,3.34x
4918630,17.52x
4918631,1.25x
4918632,11.63x
4918633,21.87x
4918634,2.75x
4918635,1.1x
4918636,2.93x
4918637,2.26x
4918638,1.16x
4918639,1.02x
4918640,1.4x
4918641,1.48x
4918642,3.65x
4918643,4.4x
4918644,2.33x
4918645,24.22x
4918646,1.1x
4918647,1.96x
4918648,2.16x
4918649,1.87x
4918650,1.57x
4918651,3.87x
4918652,3.11x
4918653,8.08x
4918654,3.07x
4918655,1.23x
4918656,1.52x
4918657,2.7x
4918658,4.54x
4918659,1.22x
4918660,14.55x
4918661,2.45x
4918662,1.45x
4918663,1.3x
4918664,1.36x
4918665,2.09x
4918666,2.94x
4918667,9.62x
4918668,4.29x
4918669,1.47x
4918670,60.77x
4918671,2.32x
4918672,4.27x
4918673,1.03x
4918674,1.22x
4918675,1.32x
4918676,1.25x
4918677,1x
4918678,3.21x
4918679,2.75x
4918680,3.09x
4918681,2.39x
4918682,123.46x
4918683,1x
4918684,2.77x
4918685,1.81x
4918686,4.82x
4918687,1.55x
4918688,1.37x
4918689,2.13x
4918690,1.81x
4918691,2.08x
4918692,2.94x
4918693,3.21x
4918694,1.19x
4918695,2.32x
4918696,9.09x
4918697,3.02x
4918698,1.68x
4918699,1.06x
4918700,4.9x
4918701,1.85x
4918702,4.14x
4918703,1.74x
4918704,4.58x
4918705,1.15x
4918706,2.38x
4918707,3.88x
4918708,14.87x
4918709,6.03x
4918710,1.68x
4918711,50.84x
4918712,1.09x
4918713,1.55x
4918714,1.84x
4918715,1.33x
4918716,1.78x
4918717,1.71x
4918718,1.61x
4918719,2.08x
4918720,4.21x
4918721,3.61x
4918722,13.27x
4918723,1.49x
4918724,2.57x
4918725,3.12x
4918726,4.98x
4918727,18.51x
4918728,1.72x
4918729,1.07x
4918730,2.07x
4918731,66.41x
4918732,1.07x
4918733,8.46x
4918734,4.34x
4918735,2.15x
4918736,5.65x
4918737,372.42x
4918738,3.7x
4918739,19.29x
4918740,1.52x
4918741,4.55x
4918742,1.13x
4918743,2.08x
4918744,2.45x
4918745,19.31x
4918746,9.48x
4918747,1.01x
4918748,2.11x
4918749,1.13x
4918750,1.55x
4918751,2.54x
4918752,1.43x
4918753,1.72x
4918754,1.4x
4918755,15.08x
4918756,1.26x
4918757,1.09x
4918758,1.14x
4918759,1.43x
4918760,1.7x
4918761,1.01x
4918762,4.47x
4918763,2.34x
4918764,4.46x
4918765,5.42x
4918766,8.87x
4918767,2.51x
4918768,1.21x
4918769,1.31x
4918770,1.11x
4918771,1.36x
4918772,2.06x
4918773,1.5x
4918774,1.2x
4918775,8.66x
4918776,6.74x
4918777,1.04x
4918778,1.02x
4918779,1.17x
4918780,4.77x
4918781,5.44x
4918782,1.43x
4918783,2.11x
4918784,1.11x
4918785,1.7x
4918786,16.78x
4918787,15.31x
4918788,1.23x
4918789,2.63x
4918790,2.29x
4918791,16.16x
4918792,2.23x
4918793,4.73x
4918794,1.17x
4918795,2x
4918796,1.07x
4918797,1.16x
4918798,1.79x
4918799,1.91x
4918800,9.74x
4918801,10.93x
4918802,2.87x
4918803,17.23x
4918804,2.82x
4918805,5.18x
4918806,4.87x
4918807,1.15x
4918808,1.13x
4918809,12.3x
4918810,1.7x
4918811,1.57x
4918812,1.5x
4918813,1.21x
4918814,4.87x
4918815,2.01x
4918816,1.16x
4918817,1.67x
4918818,3.86x
4918819,1.39x
4918820,1.96x
4918821,1.36x
4918822,1.09x
4918823,2.2x
4918824,1.86x
4918825,1.54x
4918826,6.97x
4918827,1.98x
4918828,2.15x
4918829,1.35x
4918830,5.63x
4918831,1.82x
4918832,5.56x
4918833,6.58x
4918834,4.58x
4918835,8.32x
4918836,2.28x
4918837,3.1x
4918838,1.38x
4918839,1.26x
4918840,23.1x
4918841,2.03x
4918842,1.03x
4918843,4.45x
4918844,3.74x
4918845,1.27x
4918846,2.55x
4918847,2.15x
4918848,16.13x
4918849,2.25x
4918850,1.72x
4918851,2.43x
4918852,1.2x
4918853,17.16x
4918854,1.56x
4918855,7.22x
4918856,2.72x
4918857,1.54x
4918858,1.5x
4918859,5.03x
4918860,7.64x
4918861,1.23x
4918862,1.35x
4918863,1.71x
4918864,2.81x
4918865,1.08x
4918866,1.11x
4918867,1.72x
4918868,1.23x
4918869,1.31x
4918870,5.7x
4918871,2.12x
4918872,1.82x
4918873,1.27x
4918874,2.34x
4918875,5.08x
4918876,3.75x
4918877,41.09x
4918878,12.87x
4918879,1.62x
4918880,2.24x
4918881,1.83x
4918882,1.46x
4918883,1.6x
4918884,1.86x
4918885,1.26x
4918886,2.85x
4918887,1.03x
4918888,45.41x
4918889,1.05x
4918890,9.01x
4918891,1.28x
4918892,2.43x
4918893,6.05x
4918894,2.37x
4918895,1.42x
4918896,11.73x
4918897,1.04x
4918898,1.62x
4918899,14.21x
4918900,1.35x
4918901,1.6x
4918902,2.79x
4918903,3.02x
4918904,8.57x
4918905,1.3x
4918906,4.98x
4918907,5.85x
4918908,3.49x
4918909,1.24x
4918910,1.12x
4918911,1.92x
4918912,1.82x
4918913,17.25x
4918914,1.61x
4918915,2.8x
4918916,4.45x
4918917,1.17x
4918918,1.22x
4918919,1.38x
4918920,1.02x
4918921,1.02x
4918922,1.49x
4918923,3.55x
4918924,53.77x
4918925,2.36x
4918926,1.45x
4918927,1.73x
4918928,1.81x
4918929,1x
4918930,4.44x
4918931,1.34x
4918932,1.04x
4918933,1.49x
4918934,2.36x
4918935,3.99x
4918936,27.66x
4918937,1.91x
4918938,3.95x
4918939,2.35x
4918940,2.1x
4918941,1.08x
4918942,1.04x
4918943,2.42x
4918944,3.46x
4918945,1.71x
4918946,3.82x
4918947,14.71x
4918948,1.32x
4918949,7.33x
4918950,2.61x
4918951,3.53x
4918952,1.1x
4918953,4.78x
4918954,1x
4918955,1.25x
4918956,1.31x
4918957,3.93x
4918958,1.68x
4918959,1.35x
4918960,1.94x
4918961,1.23x
4918962,2.13x
4918963,6.4x
4918964,3.72x
4918965,3.2x
4918966,13.96x
4918967,1.18x
4918968,1.31x
4918969,1.48x
4918970,32.57x
4918971,2.05x
4918972,1.77x
4918973,1.24x
4918974,3.54x
4918975,2.13x
4918976,1.25x
4918977,1.68x
4918978,1.24x
4918979,10.87x
4918980,1.62x
4918981,3.18x
4918982,1.32x
4918983,2.08x
4918984,1.24x
4918985,1.34x
4918986,1.15x
4918987,1.85x
4918988,1.1x
4918989,3.95x
4918990,1.18x
4918991,1.43x
4918992,3.27x
4918993,1.58x
4918994,1.19x
4918995,1.48x
4918996,1.19x
4918997,2x
4918998,17.01x
4918999,1.19x
4919000,4.13x
4919001,1.53x
4919002,6.02x
4919003,1.12x
4919004,4.57x
4919005,2.68x
4919006,1.77x
4919007,1.33x
4919008,7.31x
4919009,6.05x
4919010,4.26x
4919011,6.69x
4919012,1.57x
4919013,4.6x
4919014,1.35x
4919015,1.2x
4919016,1.2x
4919017,11.85x
4919018,1.51x
4919019,5.19x
4919020,1.18x
4919021,13750.57x
4919022,2.14x
4919023,2.85x
4919024,1.67x
4919025,6.81x
4919026,1.58x
4919027,2.19x
4919028,2.48x
4919029,1.93x
4919030,1.02x
4919031,1.26x
4919032,1.38x
4919033,3.94x
4919034,1.68x
4919035,5.27x
4919036,24.99x
4919037,7.5x
4919038,1.28x
4919039,2.15x
4919040,1.03x
4919041,4.62x
4919042,1.09x
4919043,7.14x
4919044,1.21x
4919045,1.89x
4919046,1.04x
4919047,1.09x
4919048,16.4x
4919049,1.64x
4919050,12.95x
4919051,1.34x
4919052,1.29x
4919053,1.72x
4919054,4.32x
4919055,1.71x
4919056,2.37x
4919057,1.07x
4919058,1.11x
4919059,2.07x
4919060,20.14x
4919061,1.35x
4919062,2.42x
4919063,1.87x
4919064,2.67x
4919065,1x
4919066,2.6x
4919067,4.51x
4919068,1.11x
4919069,2.47x
4919070,1.05x
4919071,1.13x
4919072,1.38x
4919073,2.73x
4919074,3.98x
4919075,19.73x
4919076,1.91x
4919077,2.86x
4919078,14.34x
4919079,5.02x
4919080,1.55x
4919081,2.5x
4919082,1.03x
4919083,40.35x
4919084,1.53x
4919085,1.89x
4919086,16.49x
4919087,12.02x
4919088,1.22x
4919089,1.93x
4919090,1.99x
4919091,1.15x
4919092,1.65x
4919093,1.01x
4919094,3.75x
4919095,4.16x
4919096,7.11x
4919097,1.06x
4919098,10.11x
4919099,1.98x
4919100,2.04x
4919101,2.25x
4919102,1.34x
4919103,1.45x
4919104,1.83x
4919105,864.41x
4919106,5.7x
4919107,1.84x
4919108,1.84x
4919109,1.64x
4919110,3.78x
4919111,3.72x
4919112,1.31x
4919113,19.08x
4919114,38.06x
4919115,1.83x
4919116,3.69x
4919117,6.73x
4919118,1.79x
4919119,1.58x
4919120,3.86x
4919121,1.36x
4919122,1.87x
4919123,2.45x
4919124,1.12x
4919125,7.26x
4919126,1.75x
4919127,6.48x
4919128,15.75x
4919129,1.44x
4919130,2.6x
4919131,1.08x
4919132,1.18x
4919133,2.12x
4919134,2.2x
4919135,1.36x
4919136,39.13x
4919137,2.78x
4919138,2.18x
4919139,1.03x
4919140,6.52x
4919141,2.99x
4919142,1x
4919143,4.06x
4919144,1.02x
4919145,1.08x
4919146,1.52x
4919147,1.72x
4919148,2.7x
4919149,1.62x
4919150,9.42x
4919151,1.17x
4919152,1.39x
4919153,1.37x
4919154,1.17x
4919155,4.14x
4919156,3.69x
4919157,3.74x
4919158,1.6x
4919159,1.59x
4919160,2.79x
4919161,4.4x
4919162,1.95x
4919163,2.01x
4919164,1.27x
4919165,4.49x
4919166,2.87x
4919167,10.14x
4919168,2.07x
4919169,1.45x
4919170,1.9x
4919171,1.17x
4919172,4.45x
4919173,2.29x
4919174,2.41x
4919175,2.1x
4919176,1.03x
4919177,1.68x
4919178,4.35x
4919179,3.91x
4919180,59.34x
4919181,1.43x
4919182,1.35x
4919183,1.24x
4919184,1.74x
4919185,4.23x
4919186,1.09x
4919187,1.39x
4919188,1.01x
4919189,2.4x
4919190,1.19x
4919191,43.17x
4919192,2.33x
4919193,79.57x
4919194,1.27x
4919195,3.5x
4919196,15.87x
4919197,1.02x
4919198,2.04x
4919199,1.13x
4919200,7.71x
4919201,1.15x
4919202,1.29x
4919203,1.57x
4919204,1.36x
4919205,50.04x
4919206,17.73x
4919207,1.09x
4919208,1.11x
4919209,1.12x
4919210,1.09x
4919211,1.58x
4919212,14.46x
4919213,1.51x
4919214,2.72x
4919215,1.53x
4919216,1.14x
4919217,1.09x
4919218,5x
4919219,5.16x
4919220,1.15x
4919221,1x
4919222,1.77x
4919223,1.17x
4919224,1.1x
4919225,1.83x
4919226,11.6x
4919227,1.23x
4919228,6.97x
4919229,5.65x
4919230,3.8x
4919231,16.17x
4919232,1.05x
4919233,8.54x
4919234,5.96x
4919235,1.83x
4919236,1.33x
4919237,1x
4919238,4.54x
4919239,2.65x
4919240,61.81x
4919241,2.26x
4919242,1.14x
4919243,1.12x
4919244,1.02x
4919245,2.55x
4919246,4.21x
4919247,2.96x
4919248,34.79x
4919249,2.51x
4919250,1.87x
4919251,2.92x
4919252,3.7x
4919253,1.2x
4919254,1.09x
4919255,49.75x
4919256,5.91x
4919257,2.22x
4919258,1.02x
4919259,6.34x
4919260,1.03x
4919261,1.31x
4919262,1.95x
4919263,1.32x
4919264,8.34x
4919265,15.08x
4919266,1.04x
4919267,1.21x
4919268,2.39x
4919269,1.4x
4919270,5.14x
4919271,3.13x
4919272,1.09x
4919273,15.15x
4919274,1.29x
4919275,1.45x
4919276,1.68x
4919277,1.05x
4919278,1.1x
4919279,1.02x
4919280,2.53x
4919281,9.7x
4919282,1.04x
4919283,11.4x
4919284,2.03x
4919285,1.16x
4919286,1.88x
4919287,1.95x
4919288,1.72x
4919289,1.2x
4919290,6.24x
4919291,4.8x
4919292,1.51x
4919293,2.48x
4919294,1.59x
4919295,16.93x
4919296,1.19x
4919297,1.04x
4919298,1x
4919299,2.67x
4919300,1.53x
4919301,1.45x
4919302,1.89x
4919303,1x
4919304,3.29x
4919305,1.53x
4919306,1.6x
4919307,2x
4919308,1.52x
4919309,1.13x
4919310,2.08x
4919311,2.62x
4919312,1.79x
4919313,2.26x
4919314,1.83x
4919315,1.54x
4919316,1.61x
4919317,1.57x
4919318,1x
4919319,27.75x
4919320,1.24x
4919321,1.03x
4919322,1.22x
4919323,1.08x
4919324,1.15x
4919325,2.2x
4919326,1.07x
4919327,1.5x
4919328,1.86x
4919329,1.71x
4919330,4.33x
4919331,2.91x
4919332,3.59x
4919333,10.71x
4919334,2.69x
4919335,1.11x
4919336,8.84x
4919337,5.18x
4919338,1.35x
4919339,1.88x
4919340,1.59x
4919341,1.08x
4919342,1.24x
4919343,4.53x
4919344,82.86x
4919345,1.36x
4919346,2.56x
4919347,1.22x
4919348,1.73x
4919349,1.31x
4919350,5.98x
4919351,36.04x
4919352,12.75x
4919353,3.09x
4919354,29.19x
4919355,1.66x
4919356,6.54x
4919357,2.54x
4919358,45.72x
4919359,3.09x
4919360,12.89x
4919361,1.13x
4919362,2.61x
4919363,3.34x
4919364,1.13x
4919365,3.08x
4919366,5.38x
4919367,1.46x
4919368,10.46x
4919369,2.53x
4919370,1.25x
4919371,1.33x
4919372,1.34x
4919373,1.03x
4919374,1.72x
4919375,1.2x
4919376,1.56x
4919377,5.42x
4919378,1.3x
4919379,1.14x
4919380,2.46x
4919381,7.61x
4919382,1.85x
4919383,2.11x
4919384,5.61x
4919385,1.07x
4919386,1.12x
4919387,1.31x
4919388,13.7x
4919389,1.07x
4919390,16.52x
4919391,1.3x
4919392,1.11x
4919393,2.95x
4919394,2.06x
4919395,1.86x
4919396,1.22x
4919397,3.57x
4919398,1.84x
4919399,1.11x
